ROL, Name,City,State,Website,FREIDA,Address,Lat,Long,leaflet-marker-code,ACGME Number,PD,Email,Phone,Date Applied to,Specific Features,Letter of Interest Sent,Interview Invite,Interview Invite Date Decision,Travel?,Interview Date,Thank You Note Follow up,Thank you sent?,Email Follow up - Interest,Email Sent?,Location,Distance,Reputation,Research,Lifestyle,Teaching Emphasis,Gut Feel,ROL Score,Notes
0,University of California (San Francisco) ,San Francisco,CA,[link],[link],"UCSF Med Ctr
 Dept of Surgery Rm S321
 513 Parnassus Ave
 San Francisco, CA 94143",37.76305,-122.458465,"L.marker([37.763047, -122.458465]).addTo(mymap).bindPopup('University of California (San Francisco) Program').openPopup();",1062440C0,Dr. Linda M. Reilly MD,EducationOffice@ucsfmedctr.org,4154761239,09/20/2016,,,,,,,,,,,0,0,0,0,0,0,0,0,
-99,University of Chicago ,Chicago,IL,[link],[link],"Univ of Chicago Med Ctr
 MC-5031
 5841 S Maryland Ave
 Chicago, IL 60637",41.78831,-87.604566,"L.marker([41.788313, -87.604566]).addTo(mymap).bindPopup('University of Chicago Program').openPopup();",1160440C0,Kevin Roggin M.D.,cbarr@surgery.bsd.uchicago.edu,7737026337,09/20/2016,,,No,10/24/2016,-,-,TODO,,,,0,0,0,0,0,0,0,0,"""Dear Applicant,

Thank you for applying to the General Surgery Residency Program at the University of Chicago Medicine. We have received numerous excellent applications, including yours. However, I am sorry to inform you that you have not been chosen for an interview. 

Sincerely,
Kevin Roggin, M.D.
Professor of Surgery
Program Director, General Surgery Training Program"""
0,University of Cincinnati Medical Center/College of Medicine ,Cincinnati,OH,[link],[link],"Univ of Cincinnati Med Ctr
 Dept of Surgery ML 0558
 231 Albert Sabin Way
 Cincinnati, OH 45267-0558",39.13906,-84.503742,"L.marker([39.139062, -84.503742]).addTo(mymap).bindPopup('University of Cincinnati Medical Center/College of Medicine Program').openPopup();",1548440C0,Jeffrey J. Sussman M.D.,gilda.young@uc.edu,5135584206,09/20/2016,,,,,,,,,,,0,4,0,0,0,0,0,-4,
0,University of Colorado ,Aurora,CO,[link],[link],"Univ of Colorado Denver Sch of Med
 Mail Stop C-302 Rm 5405
 12631 E 17th Ave
 Aurora, CO 80045",39.74405,-104.840709,"L.marker([39.744052, -104.840709]).addTo(mymap).bindPopup('University of Colorado Program').openPopup();",1076440C0,Mark Nehler M.D.,Claire.Travis@UCDenver.edu,3037242680,09/20/2016,,,,,,,,,,,0,0,0,0,0,0,0,0,
0,University of Illinois College of Medicine at Chicago (Metropolitan Group) ,Chicago,IL,[link],[link],"Advocate Illinois Masonic Med Ctr
 Surgery Pgm
 836 W Wellington Ave
 Chicago, IL 60657",41.93678,-87.651343,"L.marker([41.936783, -87.651343]).addTo(mymap).bindPopup('University of Illinois College of Medicine at Chicago (Metropolitan Group) Program').openPopup();",2920440P0,Vijay K. Maker M.D.,julieta.magallon@advocatehealth.com,7732967093,09/20/2016,,,,,,,,,,,0,0,0,0,0,0,0,0,
0,University of Illinois College of Medicine at Chicago (Mount Sinai) ,Chicago,IL,[link],[link],"Mount Sinai Hosp Med Ctr
 Dept of Surgery
 1500 S California Ave
 Chicago, IL 60608",41.86111,-87.694014,"L.marker([41.86111, -87.694014]).addTo(mymap).bindPopup('University of Illinois College of Medicine at Chicago (Mount Sinai) Program').openPopup();",1287440C0,Dr. Stephen R. Wise M.D.,stephen.wise@sinai.org,7732576464,09/20/2016,,,,,,,,,,,0,0,0,0,0,0,0,0,
0,University of Illinois College of Medicine at Chicago ,Chicago,IL,[link],[link],"Univ of Illinois Med Ctr
 Dept of Surgery MC 958 Ste 376-CSN
 840 S Wood St
 Chicago, IL 60612",41.87054,-87.671787,"L.marker([41.870543, -87.671787]).addTo(mymap).bindPopup('University of Illinois College of Medicine at Chicago Program').openPopup();",1150440C0,Dr. Martin Borhani MD,SURG-RESIDENCY@LISTSERV.UIC.EDU,3129966765,09/20/2016,,,,,,,,,,,0,0,0,0,0,0,0,0,
-99,University of Maryland ,Baltimore,MD,[link],[link],"Univ of Maryland Med System
 Dept of Surgery Rm 643A
 29 S Greene St
 Baltimore, MD 21201",39.28813,-76.623206,"L.marker([39.288127, -76.623206]).addTo(mymap).bindPopup('University of Maryland Program').openPopup();",1252440C0,Stephen M. Kavic MD,skidd@smail.umaryland.edu,4103285878,09/20/2016,-,-,No,10/25/2016,-,-,TODO,,,,0,0,0,0,0,0,0,0,"""Hello-

Thank you for your interest in the General Surgery Residency Program at the University of Maryland Medical Center. 

Determining a group of candidates was a difficult process. We took care to review your credentials thoroughly and have made the difficult decision that your application is no longer under consideration. 

Again, thank you for your interest in our program and we wish you much success in your residency search!

Thank you, 
Sarah Kidd-Romero
General Surgery Residency
Senior Program Coordinator
University of Maryland Medical Center
Department of Surgery
skidd@smail.umaryland.edu 
"""
0,University of Michigan,Ann Arbor,MI,[link],[link],"Univ of Michigan Hosps and Health Ctrs
 2110 Taubman Ctr
 1500 E Medical Center Dr
 Ann Arbor, MI 48109",42.28212,-83.727352,"L.marker([42.282121, -83.727352]).addTo(mymap).bindPopup('University of Michigan Program').openPopup();",1293440C0,Paul G. Gauger MD,janiced@med.umich.edu,7349365732,09/20/2016,,,,,,,,,,,0,0,0,0,0,0,0,0,
0,University of North Carolina Hospitals,Chapel Hill,NC,[link],[link],"Univ of North Carolina Hosps
 4029 Burnett-Womack Bldg CB #7081
 101 Manning Dr
 Chapel Hill, NC 27599",35.9042,-79.052878,"L.marker([35.904202, -79.052878]).addTo(mymap).bindPopup('University of North Carolina Hospitals Program').openPopup();",1900440C0,Michael Meyers MD,michael_meyers@med.unc.edu,9199664653,09/20/2016,,,,,,,,,,,0,0,0,0,0,0,0,0,
0,University of Pennsylvania,Philadelphia,PA,[link],[link],"Hosp of the Univ of Pennsylvania
 4 Maloney
 3400 Spruce St
 Philadelphia, PA 19104",39.94997,-75.193004,"L.marker([39.949968, -75.193004]).addTo(mymap).bindPopup('University of Pennsylvania Program').openPopup();",1628440C0,Jon B. Morris,malachem@uphs.upenn.edu,2156626156,09/20/2016,,,,,,,,,,,0,0,0,0,0,0,0,0,
0,University of Rochester,Rochester,NY,[link],[link],"Univ of Rochester Med Ctr
 Box SURG
 601 Elmwood Ave
 Rochester, NY 14642",43.12282,-77.625281,"L.marker([43.122824, -77.625281]).addTo(mymap).bindPopup('University of Rochester Program').openPopup();",1511440C0,Rabih Salloum M.D.,amy_mills@urmc.rochester.edu,5852752723,09/20/2016,,,,,,,,,,,0,0,0,0,0,0,0,0,
0,University of Southern California/LAC+USC Medical Center,Los Angeles,CA,[link],[link],"LAC+USC Med Ctr
 HCT-4300
 1520 San Pablo St
 Los Angeles, CA 90033",34.06258,-118.202475,"L.marker([34.062583, -118.202475]).addTo(mymap).bindPopup('University of Southern California/LAC+USC Medical Center Program').openPopup();",1033440C0,Kenji Inaba MD,celestem@med.usc.edu,3234429064,09/20/2016,,,,,,,,,,,0,0,0,0,0,0,0,0,"""Thank you for applying to the University of Washington residency program in General Surgery. We recognize all the hard work you have put into your application and regret we will not be able to offer you an interview. We get hundreds of outstanding applications and simply cannot interview with everyone we would like to meet.

We greatly appreciate the interest you have shown in our program and we wish you all the best in your surgical career.

Sincerely,

Karen D. Horvath, MD, FACS
Professor of Surgery
Director, Residency Programs in General and Preliminary Surgery
Associate Chair for Education"""
-99,University of Washington,Seattle,WA,[link],[link],"Univ of Washington Sch of Med
 Dept of Surgery Box 356410
 1959 NE Pacific St
 Seattle, WA 98195",47.65069,-122.309134,"L.marker([47.650694, -122.309134]).addTo(mymap).bindPopup('University of Washington Program').openPopup();",1918440C0,Karen D. Horvath MD,coluccio@u.washington.edu,2065433687,09/20/2016,,,No,11/1/2016,,,TODO,,,,0,0,0,0,0,0,0,0,
0,UPMC Medical Education (Mercy),Pittsburgh,PA,[link],[link],"UPMC Mercy
 Dept of Surgery
 1400 Locust St
 Pittsburgh, PA 15219",40.43614,-79.985285,"L.marker([40.436137, -79.985285]).addTo(mymap).bindPopup('UPMC Medical Education (Mercy) Program').openPopup();",1649440C0,Dr. Kurt R. Stahlfeld M.D.,upmcmercysurgery@upmc.edu,4122325528,09/20/2016,,,,,,,,,,,0,0,0,0,0,0,0,0,
0,UPMC Medical Education,Pittsburgh,PA,[link],[link],"Univ of Pittsburgh Med Ctr
 Rm F677 PUH
 200 Lothrop St
 Pittsburgh, PA 15213",40.44256,-79.960983,"L.marker([40.442561, -79.960983]).addTo(mymap).bindPopup('UPMC Medical Education Program').openPopup();",1652440C0,Kenneth K. W. Lee MD,SurgeryResidency@upmc.edu,4126473389,09/20/2016,,,,,,,,,,,0,0,0,0,0,0,0,0,
0,Vanderbilt University Medical Center ,Nashville,TN,[link],[link],"Vanderbilt Univ Med Ctr
 Dept of Surgery D-4314 MCN
 1161 21st Ave S
 Nashville, TN 37232-2730",36.1437,-86.801026,"L.marker([36.1437, -86.801026]).addTo(mymap).bindPopup('Vanderbilt University Medical Center Program').openPopup();",1702440C0,Kyla Terhune MD,stephanie.rowe@vanderbilt.edu,6153436642,09/20/2016,,,,,,,,,,,0,0,0,0,0,0,0,0,
0,Wake Forest University School of Medicine,Winston-Salem,NC,[link],[link],"Wake Forest Baptist Med Ctr
 Dept of Surgery
 Medical Center Blvd
 Winston-Salem, NC 27157",36.09027,-80.271456,"L.marker([36.09027, -80.271456]).addTo(mymap).bindPopup('Wake Forest University School of Medicine Program').openPopup();",1537440C0,Amy N Hildreth MD,tboyd@wakehealth.edu,3367164396,09/20/2016,,,,,,,,,,,0,0,0,0,0,0,0,0,
0,Washington University/B-JH/SLCH Consortium,St Louis,MO,[link],[link],"Washington Univ/B-JH/SLCH Consortium
 Campus Box 8109
 660 S Euclid Ave
 St Louis, MO 63110",38.63507,-90.262286,"L.marker([38.635073, -90.262286]).addTo(mymap).bindPopup('Washington University/B-JH/SLCH Consortium Program').openPopup();",1353440C0,Paul E Wise MD,asksurgery@wudosis.wudosis.wustl.edu,3143628028,09/20/2016,,,,,,,,,,,0,0,0,0,0,0,0,0,
0,Yale-New Haven Medical Center,New Haven,CT,[ ],[link],"Yale-New Haven Med Ctr
 Lauder Hall 118
 333 Cedar St
 New Haven, CT 06520-8062",41.30319,-72.933976,"L.marker([41.303188, -72.933976]).addTo(mymap).bindPopup('Yale-New Haven Medical Center Program').openPopup();",1089440C0,Walter E. Longo M.D.,ania.shea@yale.edu,2037857890,09/20/2016,,,,,,,,,,,0,0,0,0,0,0,,0,
-99,St. Elizabeth's,Boston,MA,[link],[link],"St Elizabeth's Med Ctr
 CMP2
 736 Cambridge St
 Brighton, MA 02135",42.34896,-71.147681,"L.marker([42.348958, -71.147681]).addTo(mymap).bindPopup('St Elizabeth's Medical Center Program').openPopup();",1266440C0,Dr. Scott R Johnson,kerrie.devasto@steward.org,6177892990,09/20/2016,,,,No; not participating in Match this year,-,-,TODO,-,-,-,8,1,4,3,6,3,2,25,"We wanted to inform you that our program has made a recent decision not to participate in the match this year. We appreciate all of the interest in our program and we wish you well in the match. We apologize for the late notice of this decision and for any inconvenience this may have caused you.

Kerrie DeVasto

Program Coordinator"
